Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)",Latitude,Longitude,Provider_Name_1,Provider_Name_2,Provider_Name_3,Provider_Name_4,Provider_Name_5,Provider_Name_6,Provider_Name_7,Provider_Name_8,Provider_Name_9,Provider_Name_10
5.0,1.0,1.0,1.0,1.0,0.0,0.0,10565.0,4,98.3,69.1,92.7,89.6,88.3,89.1,89.5,15.4,13.9,0.0,97.3,0.5,99.8,356.0,477.0,74.63,84.05,79.37,87.96,2.0,7.0,227.0,3.08,3.59,2.56,5.07,1.0,23.0,229.0,10.04,8.74,6.33,11.86,1.0,0.96,703.0,36.6888512,-79.8570264,0.035603832,-0.02884369,0.0066630123,0.016744256,0.01244452,0.0021909415,-0.038925894,0.044225503,0.02393856,-0.019649332
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10364.0,3,98.2,88.6,79.0,79.8,70.3,90.4,73.4,10.2,16.7,0.0,94.7,1.8,100.0,64.0,93.0,68.82,73.75,63.56,82.24,1.0,2.0,33.0,6.06,4.04,2.66,6.29,1.0,6.0,35.0,17.14,12.75,7.45,20.84,1.0,1.17,155.0,38.8315179,-77.2098419,0.04995674,-0.0016255497,-0.01658062,0.03481443,0.035451125,0.0026933253,-0.0028688938,-0.032037478,-0.039104782,0.014993238
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10271.0,3.5,99.9,75.4,84.8,90.4,79.7,87.5,78.0,15.1,12.6,0.7,99.3,0.8,100.0,838.0,993.0,84.39,87.85,85.32,90.0,2.0,20.0,500.0,4.0,4.0,2.91,5.3,1.0,63.0,569.0,11.07,11.32,9.2,14.12,1.0,0.83,1371.0,37.7294155,-75.668674,-0.02253586,0.044518404,-0.012450573,-0.018247927,0.016170168,0.045194946,0.038410254,-0.0019931465,-0.032333773,0.043770023
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10225.0,3,99.3,79.2,81.6,80.8,80.9,87.9,75.5,18.2,11.9,0.1,96.4,1.4,99.8,374.0,532.0,70.3,77.66,73.39,81.43,1.0,11.0,260.0,4.23,3.99,2.86,5.62,1.0,36.0,235.0,15.32,12.42,9.39,16.35,1.0,1.06,931.0,37.6139996,-77.3384975,-0.037716083,-0.041873954,0.019208562,-0.041403424,0.04427163,0.038056456,-0.021862838,-0.049546007,0.018463487,-0.009655148
4.0,1.0,1.0,1.0,1.0,1.0,0.0,9321.0,4,98.4,75.7,91.7,87.8,88.8,85.9,86.2,12.8,9.1,0.3,98.2,0.7,100.0,442.0,553.0,79.93,86.31,82.47,89.86,2.0,5.0,254.0,1.97,3.31,2.27,4.36,1.0,28.0,260.0,10.77,9.98,7.23,13.19,1.0,0.98,876.0,37.2219898,-79.9647355,-0.0011951864,-0.044226836,-0.01976245,0.027549094,-0.026997954,0.012646025,0.029284691,-0.03725036,0.03835962,0.037939757
4.0,1.0,1.0,1.0,0.0,0.0,1.0,9312.0,3,96.5,81.3,81.5,81.8,80.8,81.4,73.2,11.6,13.1,0.0,97.6,1.2,99.2,223.0,289.0,77.16,77.68,72.63,81.78,1.0,4.0,153.0,2.61,4.01,2.77,5.74,1.0,11.0,148.0,7.43,9.66,6.29,14.42,1.0,1.08,415.0,38.8820976,-77.1088738,0.016631573,-0.021146733,-0.042477243,-0.02871951,-0.029950375,0.034612905,-0.041591924,-0.032334715,0.00075731875,-0.03928465
4.0,1.0,1.0,1.0,1.0,1.0,1.0,9160.0,3,98.5,94.8,79.1,79.6,86.5,85.4,83.0,15.1,11.5,0.5,99.4,0.2,99.6,57.0,74.0,77.03,78.2,68.65,86.33,1.0,2.0,25.0,8.0,4.09,2.7,6.5,1.0,4.0,35.0,11.43,11.63,6.55,19.63,1.0,1.04,87.0,38.8835274,-77.171307,0.024476344,-0.0066614808,0.04199509,0.045562394,-0.031370252,0.03249771,-0.03835065,-0.037857555,-0.0089941,0.002409452
4.0,1.0,1.0,0.0,0.0,1.0,1.0,8509.0,3,94.6,89.8,82.2,83.7,88.3,86.8,78.8,14.1,18.1,0.3,99.2,0.7,99.8,441.0,582.0,75.77,80.75,77.31,84.18,2.0,14.0,265.0,5.28,4.37,3.22,5.96,1.0,23.0,325.0,7.08,7.65,5.64,10.47,1.0,0.92,768.0,37.7932528,-79.9941586,0.028187657,0.028933471,-0.0009414494,0.044447273,0.02324469,-0.01667117,-0.043469887,0.0054015694,0.04131878,-0.008019274
4.0,1.0,1.0,1.0,1.0,1.0,1.0,8340.0,3.5,100.0,97.7,77.1,81.5,83.1,91.9,83.8,14.0,7.6,0.9,98.1,0.8,100.0,257.0,316.0,81.33,85.83,81.09,89.92,2.0,5.0,103.0,4.85,4.09,2.78,5.85,1.0,15.0,170.0,8.82,9.29,6.35,13.22,1.0,0.9,509.0,38.8332936,-77.1866968,0.040874977,0.029625034,0.001996541,0.0053444207,-0.018112898,0.027159084,-0.04086138,0.04797876,-0.027401248,-0.0241937
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7388.0,3,97.7,85.0,84.7,85.8,89.2,75.7,84.3,18.4,15.0,0.9,94.7,0.6,100.0,260.0,369.0,70.46,77.34,72.61,82.3,1.0,5.0,122.0,4.1,3.87,2.77,5.51,1.0,31.0,211.0,14.69,12.03,8.93,15.88,1.0,1.04,772.0,37.0481462,-80.7762553,-0.014589074,-0.00012254715,0.030435413,0.049352974,0.04622844,0.03889075,0.044415064,-0.01590756,-0.010306722,0.027025664
4.0,1.0,1.0,1.0,1.0,0.0,1.0,7103.0,4,92.5,67.4,90.3,93.9,93.5,89.0,87.2,14.0,10.3,0.4,99.3,0.3,99.0,205.0,291.0,70.45,77.41,71.68,83.04,1.0,4.0,117.0,3.42,3.73,2.63,5.3,1.0,28.0,179.0,15.64,12.85,9.45,17.66,1.0,1.09,622.0,36.7106128,-82.7989562,-0.01700959,-0.021327186,-0.0361614,0.0046698214,0.0073728324,-0.016158262,-0.04972393,0.038178682,0.039148133,0.03868295
7.0,1.0,1.0,1.0,1.0,1.0,1.0,6877.0,2.5,93.2,93.7,76.7,88.2,80.4,80.3,67.9,15.6,8.9,0.0,96.4,1.4,99.1,238.0,287.0,82.93,90.48,85.15,94.39,2.0,7.0,143.0,4.9,4.03,2.81,5.65,1.0,7.0,142.0,4.93,6.65,4.36,10.09,1.0,1.08,369.0,38.7666395,-77.2017119,0.048850983,-0.02344266,0.013604182,-0.032353334,0.002468902,-0.0058021992,-0.024991691,0.03246527,-0.0040456178,-0.0032073557
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6870.0,4,99.8,56.9,87.3,88.7,88.9,90.9,85.4,13.0,10.0,0.0,96.6,0.6,98.4,446.0,664.0,67.17,73.18,69.31,76.53,0.0,11.0,164.0,6.71,4.53,3.25,6.34,1.0,49.0,374.0,13.1,12.06,9.34,14.84,1.0,0.98,1602.0,37.3384391,-79.2397692,0.0010848164,-0.013886809,0.010380578,-0.010553524,-0.030506963,0.035946418,-0.04685061,-0.028635928,0.015929425,-0.022358138
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6802.0,3,99.5,76.4,81.9,83.4,79.0,88.3,73.0,15.6,15.1,0.3,99.7,0.5,98.2,808.0,917.0,88.11,89.02,86.93,90.97,2.0,6.0,391.0,1.53,3.38,2.4,4.63,1.0,32.0,414.0,7.73,9.22,6.81,12.59,1.0,0.92,1199.0,37.245575,-76.6648097,0.035576247,0.039886415,-0.019902334,0.026365418,-0.0437802,-0.03047051,-0.04025911,0.04035946,-0.018781925,0.006465691
5.0,1.0,1.0,1.0,1.0,1.0,1.0,6606.0,3.5,98.6,94.7,80.8,88.9,85.4,92.5,79.1,15.0,13.6,0.1,98.1,0.3,99.5,86.0,127.0,67.72,72.77,63.51,79.46,1.0,3.0,41.0,7.32,4.09,2.81,6.0,1.0,4.0,54.0,7.41,9.28,5.68,14.73,1.0,0.77,154.0,38.8294868,-77.1867819,0.009226221,0.04498439,-0.049675465,0.041232638,0.048256077,-0.0021930635,0.040148843,-0.025596594,0.008157593,-0.021727744
6.0,1.0,1.0,1.0,1.0,1.0,1.0,6562.0,4.5,98.4,89.1,98.5,96.6,100.0,88.1,92.2,15.6,18.1,0.7,99.4,2.2,99.5,553.0,663.0,83.41,87.56,84.42,90.33,2.0,2.0,156.0,1.28,3.5,2.39,4.8,1.0,33.0,393.0,8.4,9.61,7.25,12.4,1.0,1.04,1084.0,37.1169163,-76.4670094,0.040939618,-0.001047641,0.03892988,-0.024022046,-0.026440436,-0.037801456,0.032155324,0.029785465,0.01691736,0.025627743
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6527.0,4,99.7,73.8,90.9,91.0,89.9,75.3,97.1,14.4,11.8,0.1,98.6,2.2,99.3,855.0,1111.0,76.96,84.1,81.48,86.47,2.0,10.0,410.0,2.44,3.4,2.46,4.56,1.0,74.0,691.0,10.71,10.17,8.41,12.37,1.0,1.01,2049.0,37.3449096,-79.9594297,0.049518324,-0.002228445,0.022813326,0.033849526,0.044593412,0.03517074,0.020014744,0.013478261,-0.010916963,-0.031793356
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6274.0,4,99.5,81.5,88.4,88.6,85.5,90.4,87.6,13.5,12.6,0.0,97.7,0.4,99.7,905.0,1029.0,87.95,89.82,87.57,91.57,2.0,15.0,493.0,3.04,3.92,2.89,5.37,1.0,28.0,424.0,6.6,7.74,5.75,10.56,1.0,0.83,1260.0,36.8081065,-76.2159807,-0.014382347,0.02904588,-0.021992534,-0.028311169,0.044047326,0.020249194,-0.010523817,0.008851742,-0.027263794,0.041595645
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6123.0,2.5,95.5,70.1,80.1,86.1,81.0,81.9,69.8,19.1,8.0,0.1,97.7,0.8,98.8,612.0,750.0,81.6,87.45,84.29,90.13,2.0,19.0,531.0,3.58,3.99,3.0,5.37,1.0,29.0,268.0,10.82,10.06,7.47,13.69,1.0,1.01,1003.0,37.5147279,-77.5339315,-0.026033629,-0.049012166,0.0049691917,-0.0018087476,0.031770784,-0.02639397,-0.02065359,-0.018317083,0.027392114,0.038419306
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6095.0,3.5,97.5,71.0,90.0,90.1,91.4,90.1,85.5,18.4,10.5,0.0,95.8,0.3,99.2,378.0,505.0,74.85,81.15,76.9,84.82,2.0,7.0,248.0,2.82,3.68,2.63,5.11,1.0,27.0,339.0,7.96,7.74,5.53,10.1,1.0,1.03,599.0,37.4930424,-77.5657114,0.016190207,0.022702152,0.035896987,-0.028853271,-0.04428315,0.0012980222,-0.0019409508,-0.040327515,0.033447135,-0.041551914
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6018.0,2.5,88.0,82.8,80.2,80.2,82.0,83.4,75.7,14.0,11.9,0.0,94.2,0.5,98.2,735.0,1026.0,71.64,77.1,74.35,79.72,1.0,13.0,482.0,2.7,3.38,2.45,4.59,1.0,53.0,510.0,10.39,9.59,7.51,12.0,1.0,0.93,1986.0,37.604242,-77.5593895,-0.023271177,0.03964167,0.0038327873,0.026906777,0.039410688,0.021314401,0.033376433,0.03241986,-0.04590458,0.018574452
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5773.0,3,95.4,85.0,81.8,84.3,86.7,88.2,81.0,14.9,7.7,0.5,96.9,0.3,99.5,494.0,663.0,74.51,82.03,78.28,85.49,2.0,15.0,258.0,5.81,4.3,3.25,5.67,1.0,26.0,277.0,9.39,8.59,6.21,11.94,1.0,0.96,779.0,38.8339078,-77.1967649,-0.039587833,0.026564062,0.032489456,-0.030314337,0.010488832,-0.03165278,-0.03392464,0.00380131,-0.0106024565,-0.036068432
5.0,1.0,1.0,1.0,1.0,1.0,1.0,5284.0,4,100.0,98.4,77.7,81.8,88.0,94.9,93.6,14.7,10.5,0.7,100.0,0.0,100.0,286.0,386.0,74.09,77.56,73.0,81.71,1.0,1.0,38.0,2.63,3.88,2.55,5.51,1.0,24.0,249.0,9.64,11.45,8.22,15.05,1.0,0.91,608.0,38.8037759,-77.1831816,0.017202538,0.01904953,-0.015480203,0.007671088,-0.03249997,0.03852216,-0.034270484,-0.020711016,-0.04071974,0.02610724
6.0,1.0,1.0,1.0,1.0,1.0,1.0,4849.0,3,99.5,89.5,72.9,80.4,79.1,83.7,70.3,13.4,10.8,0.8,99.8,0.9,99.8,695.0,832.0,83.53,89.01,86.23,91.25,2.0,7.0,272.0,2.57,3.66,2.59,5.14,1.0,43.0,473.0,9.09,10.05,7.58,12.72,1.0,1.0,1086.0,38.8507482,-77.1205162,0.02325042,0.023208547,0.0034099102,0.026465725,-0.0039743604,-0.008340177,-0.020858428,0.031014562,0.0066686096,0.018107075
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4695.0,2.5,90.3,84.2,76.6,85.1,84.3,79.2,69.6,17.6,11.5,0.0,97.6,1.6,99.8,298.0,470.0,63.4,69.62,65.35,73.81,0.0,9.0,173.0,5.2,4.2,3.01,5.93,1.0,32.0,238.0,13.45,11.21,8.45,14.68,1.0,1.01,1300.0,39.1403489,-78.1924003,0.0054810285,-0.029984374,0.00082669256,-0.049898706,-0.039435968,0.024203366,-0.02724145,-0.0068988055,0.049084146,-0.014108812
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4498.0,2.5,93.4,86.5,72.8,82.9,76.5,82.4,59.5,13.0,10.3,0.7,97.0,0.0,99.4,276.0,355.0,77.75,78.15,73.35,82.2,1.0,3.0,63.0,4.76,4.1,2.75,5.7,1.0,10.0,156.0,6.41,9.04,5.73,13.71,1.0,0.86,463.0,38.8024552,-77.0649842,0.038929217,-0.01218394,0.023006892,-0.02213147,-0.024146896,-0.03407315,-0.010015583,-0.044087432,0.041743476,0.025846303
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4358.0,3,93.9,90.8,80.9,83.9,86.9,84.4,81.6,13.3,14.2,0.2,94.9,0.7,98.5,697.0,865.0,80.58,88.65,85.7,91.3,2.0,9.0,236.0,3.81,3.9,2.89,5.41,1.0,44.0,514.0,8.56,9.11,6.84,11.53,1.0,0.89,1075.0,37.0836193,-76.4870213,0.0045367004,-0.018049756,0.02732402,-0.024933964,0.03425606,0.047659855,-0.031396072,-0.002816093,-0.032683514,0.04615886
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4239.0,5,99.7,90.3,93.6,100.0,100.0,98.5,100.0,16.4,17.7,0.0,99.7,1.5,100.0,270.0,405.0,66.67,71.58,66.83,76.12,0.0,3.0,157.0,1.91,3.45,2.53,4.67,1.0,28.0,185.0,15.14,12.85,9.31,17.35,1.0,1.02,813.0,39.1407571,-78.191688,-0.008694646,0.00039981602,0.029743308,-0.018372938,0.028416717,0.025996018,-0.03591612,0.00071347354,0.011490321,-0.032525867
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4091.0,3,98.4,87.9,82.0,87.0,71.3,69.8,84.1,13.92812,12.00581,0.0,98.4,1.6,100.0,25.0,33.0,75.76,79.19,65.19,91.65,1.0,9.16931,10.0,3.51833,3.83416,2.71816,5.33698,3.0,26.39033,13.0,9.66939,9.79634,6.93776,13.63889,3.0,0.88,85.0,38.7765329,-77.2669863,-0.033678103,-0.023626257,-0.029284123,-0.020381209,-0.029249236,-0.029510658,-0.02634873,-0.014472395,0.04912465,0.04804989
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3909.0,3,99.7,84.8,84.1,84.9,81.8,80.1,78.1,13.9,11.1,0.0,98.9,0.3,100.0,157.0,221.0,71.04,85.5,78.24,92.89,2.0,10.0,158.0,6.33,4.21,3.04,5.85,1.0,12.0,76.0,15.79,9.31,6.21,13.63,1.0,1.14,276.0,37.3738434,-77.5055501,-0.009216672,0.023821771,0.03551706,0.032663196,0.0188142,-0.03980146,0.00047326685,-0.0029957234,-0.049497385,0.017174762
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3803.0,3,91.8,89.0,74.2,83.9,79.8,87.3,67.7,11.2,15.9,0.0,98.6,0.7,98.6,167.0,219.0,76.26,77.74,72.12,82.65,1.0,0.0,53.0,0.0,3.58,2.4,5.01,1.0,8.0,100.0,8.0,10.02,6.25,15.77,1.0,0.97,277.0,38.9660711,-77.3703503,-0.028359313,-0.027416032,0.033230405,-0.04006292,0.018653518,-0.049367797,-0.024642041,-0.04707341,-0.04013231,0.009611899
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3837.0,3,99.0,84.3,75.9,78.9,81.6,88.5,77.2,11.3,15.8,0.7,100.0,0.0,98.4,217.0,253.0,85.77,89.43,85.24,92.93,2.0,6.0,167.0,3.59,3.95,2.78,5.55,1.0,8.0,121.0,6.61,8.36,5.28,12.2,1.0,0.9,266.0,38.7620419,-77.0850112,-0.005492431,0.022842133,0.021893889,-0.039906807,0.005740106,-0.015342486,0.014151287,-0.033287585,0.0082111955,0.011842054
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3784.0,4,98.5,100.0,89.5,88.8,84.9,100.0,87.0,12.6,11.4,0.0,99.3,0.7,100.0,140.0,183.0,76.5,79.46,72.85,85.49,1.0,5.0,91.0,5.49,4.3,3.01,6.0,1.0,15.0,105.0,14.29,12.5,8.47,17.94,1.0,1.15,303.0,38.769695,-77.4867195,-0.039120197,-0.045423217,0.042266767,0.047232114,0.04254076,0.02005003,-0.032397933,0.036077857,-0.010913605,-0.024086693
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3681.0,4.5,100.0,100.0,100.0,94.5,100.0,87.5,100.0,18.8,13.4,0.0,100.0,0.0,98.0,92.0,126.0,73.02,82.58,73.49,89.75,1.0,9.16931,19.0,3.51833,3.83416,2.71816,5.33698,3.0,6.0,72.0,8.33,8.93,5.56,14.22,1.0,0.89,489.0,36.848014,-76.1768235,0.03743096,0.039877612,0.029133093,0.015621508,0.021074634,0.016093617,-0.030675894,-0.03666868,-0.042978935,-0.03579288
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3541.0,4.5,99.7,99.0,91.6,93.4,87.2,100.0,91.7,14.2,11.6,0.3,99.7,0.3,100.0,324.0,389.0,83.29,91.24,87.02,95.1,2.0,6.0,191.0,3.14,3.8,2.64,5.76,1.0,18.0,226.0,7.96,8.1,5.57,11.41,1.0,0.94,463.0,38.8051822,-77.1659962,-0.009765154,0.04094618,-0.028393257,0.0051329494,-0.013541127,-0.049259808,0.026238764,0.04875294,0.0111866295,0.04286812
4.0,1.0,1.0,1.0,1.0,0.0,0.0,3365.0,4,100.0,92.1,80.6,91.4,80.2,99.6,95.0,16.0,19.9,0.9,99.6,0.4,97.8,438.0,535.0,81.87,85.16,81.55,88.29,2.0,3.0,138.0,2.17,3.7,2.63,5.22,1.0,17.0,309.0,5.5,7.53,5.24,10.99,1.0,0.93,710.0,38.1094312,-78.9959509,-0.016144391,0.049393326,-0.01047985,-0.033647593,0.037361376,-0.024542013,-0.022546235,-0.04054476,0.025942016,0.0016821563
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3216.0,2.5,93.2,46.3,71.5,80.1,75.3,73.9,74.3,11.2,10.8,0.5,98.6,0.6,99.6,226.0,336.0,67.26,73.49,68.08,78.2,1.0,3.0,134.0,2.24,3.6,2.59,5.05,1.0,25.0,164.0,15.24,13.84,10.24,18.29,0.0,0.98,1209.0,36.688999,-80.881859,0.04325517,-0.021631068,0.014385795,0.040400755,-0.008355847,0.046973456,0.006134945,-0.0073477747,0.011637968,0.0018137097
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2967.0,3.5,96.1,89.7,86.9,74.8,90.2,94.4,86.5,14.9,13.3,0.0,98.5,0.6,100.0,351.0,462.0,75.97,80.44,76.22,84.13,1.0,11.0,139.0,7.91,4.64,3.21,6.43,1.0,14.0,220.0,6.36,7.51,5.14,10.42,1.0,1.02,781.0,38.8734564,-77.2324394,0.006504315,0.0060249805,-0.0061672805,-0.024373818,0.0067181825,-0.028247882,-0.034729164,0.03731606,0.025561076,-0.017794078
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2739.0,3,93.6,63.3,78.3,83.0,85.5,80.9,83.9,6.4,15.5,0.0,98.9,0.0,100.0,72.0,86.0,83.72,81.6,72.81,87.8,1.0,9.16931,8.0,3.51833,3.83416,2.71816,5.33698,3.0,2.0,40.0,5.0,8.81,5.2,14.64,1.0,0.85,96.0,38.6519263,-77.3059496,0.04199149,-0.0414008,0.01387803,0.04720197,-0.022360772,-0.0035583407,0.043905538,0.044073693,0.03441413,0.00067666173
4.0,1.0,1.0,1.0,1.0,0.0,1.0,2673.0,4,100.0,96.0,86.3,84.7,88.0,92.1,77.7,13.7,13.9,0.8,91.5,2.0,97.5,197.0,250.0,78.8,80.95,75.26,85.45,1.0,5.0,109.0,4.59,4.11,2.88,5.79,1.0,8.0,153.0,5.23,7.94,5.22,12.78,1.0,0.9,299.0,37.1692809,-80.4194919,0.02360667,0.0075636925,-0.043569583,-0.036228217,-0.010534736,-0.041274797,0.025411677,0.012533558,0.036619402,-0.021987084
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2637.0,3.5,99.8,93.6,80.8,81.6,87.8,95.9,76.8,15.6,11.1,0.8,99.5,0.7,99.3,339.0,487.0,69.61,73.52,69.36,77.54,1.0,8.0,153.0,5.23,4.24,2.99,5.84,1.0,28.0,262.0,10.69,11.29,8.34,15.92,1.0,1.05,638.0,39.0382614,-77.4108451,-0.01888617,0.04228455,-0.029038245,-0.03212612,0.012955832,0.041032474,-0.018841263,0.038159132,0.034333933,0.04606259
5.0,1.0,1.0,1.0,1.0,1.0,1.0,2631.0,4.5,100.0,85.1,93.2,91.7,88.9,87.3,86.6,11.7,11.2,0.0,99.7,0.6,100.0,385.0,462.0,83.33,89.08,85.33,92.05,2.0,15.0,251.0,5.98,4.69,3.27,6.39,1.0,11.0,237.0,4.64,6.28,4.21,9.09,2.0,0.95,502.0,37.2644495,-80.0123331,0.03655333,-0.01914983,0.032304574,0.03197407,0.037445884,-0.037195407,0.021605229,-0.044238407,0.007425344,-0.043667883
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2425.0,4,98.2,99.2,91.0,88.1,86.6,83.7,89.7,9.9,14.7,0.6,98.6,0.6,99.8,195.0,297.0,65.66,74.86,68.94,80.21,1.0,2.0,109.0,1.83,3.53,2.44,4.94,1.0,15.0,160.0,9.38,8.51,5.87,12.04,1.0,1.0,711.0,36.8304341,-76.1307874,0.023891246,0.0039343834,0.004572177,0.026610661,0.029331332,-0.049209796,0.024043571,-0.03442043,0.04379326,0.0035196305
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2214.0,4,99.2,89.4,88.9,86.8,93.3,87.7,86.4,17.9,18.8,0.0,96.7,0.0,100.0,138.0,200.0,69.0,72.85,66.22,78.51,1.0,4.0,71.0,5.63,4.05,2.74,5.92,1.0,18.0,129.0,13.95,12.29,8.77,16.91,1.0,1.21,260.0,38.8046139,-77.5168851,-0.025539387,-0.026645422,-0.041605804,0.04880464,-0.02990377,-0.02714673,0.0027375282,-0.021594357,-0.043747555,-0.03156755
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2183.0,3.5,99.6,95.3,81.6,85.0,85.9,85.8,81.3,15.9,12.1,0.0,99.1,0.7,100.0,892.0,1022.0,87.28,87.62,85.18,89.45,2.0,11.0,430.0,2.56,3.73,2.63,5.16,1.0,39.0,522.0,7.47,9.31,6.95,11.8,1.0,0.99,1393.0,38.884855,-77.1721069,0.037400484,-0.03055124,-0.0099143535,0.012804526,-0.042544954,0.038952745,-0.016504172,-0.017335564,-0.0030569017,-0.023658445
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1885.0,3,97.7,85.5,89.5,85.5,86.4,78.8,68.0,13.92812,12.00581,1.1,93.1,0.0,100.0,19.0,23.0,82.61,81.23,64.94,91.2,1.0,9.16931,11.0,3.51833,3.83416,2.71816,5.33698,3.0,26.39033,14.0,9.66939,9.79634,6.93776,13.63889,3.0,1.2,33.0,38.8480329,-77.3102131,-0.033779405,0.0036499084,-0.008228755,0.014473873,-0.03159366,0.008848965,-0.03516396,0.0025160492,-0.0471863,0.02555046
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1748.0,2,98.0,90.7,66.4,73.3,75.0,80.1,66.3,18.3,11.1,1.1,97.4,0.3,98.9,551.0,818.0,67.36,72.64,69.41,75.9,0.0,8.0,203.0,3.94,3.95,2.84,5.72,1.0,66.0,460.0,14.35,13.88,11.35,16.94,0.0,0.94,1135.0,38.8248212,-77.3126645,0.024302864,-0.021550398,0.02033034,-0.010124949,-0.028864976,-0.026009161,-0.02688947,-0.007999072,-0.02128916,0.015173781
4.0,1.0,1.0,0.0,0.0,0.0,0.0,1459.0,4,100.0,87.2,75.9,96.0,86.6,100.0,73.7,20.0,12.7,0.0,100.0,0.0,100.0,97.0,109.0,88.99,94.93,88.04,100.07,2.0,1.0,69.0,1.45,3.77,2.59,5.58,1.0,3.0,45.0,6.67,9.2,5.18,15.03,1.0,1.05,125.0,38.9710463,-77.3839176,-0.030850962,0.0051164688,-0.028169667,-0.020197714,-0.030208703,0.024699485,0.041245323,-0.013131881,0.0494698,0.019324685
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1084.0,3,84.1,73.2,80.3,85.4,81.1,83.7,73.8,13.3,13.9,0.1,97.5,0.5,98.3,517.0,645.0,80.16,83.42,79.69,86.18,2.0,10.0,199.0,5.03,4.33,2.97,5.98,1.0,45.0,646.0,6.97,8.25,6.39,10.45,1.0,0.88,706.0,36.8287767,-76.4080456,-0.012407551,0.00039116145,-0.040873487,-0.003237319,0.041439842,0.03398777,0.0048015416,-0.022871643,0.0057780864,-0.0004950672
0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,3.5,100.0,82.1,71.8,93.0,79.3,80.6,76.1,13.92812,12.00581,0.0,97.4,2.6,100.0,481.99942,566.4265,76.77586,82.44304,77.93924,86.76991,4.0,9.16931,219.96566,3.51833,3.83416,2.71816,5.33698,4.0,26.39033,253.05365,9.66939,9.79634,6.93776,13.63889,4.0,0.9855,756.68189,37.6472726,-77.5715213,-0.042509988,-0.038544483,-0.04781332,0.04586631,-0.026368719,-0.04600317,-0.0053386777,-0.037048962,0.03628855,0.045243554
