Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)",Latitude,Longitude,Provider_Name_1,Provider_Name_2,Provider_Name_3,Provider_Name_4,Provider_Name_5,Provider_Name_6,Provider_Name_7,Provider_Name_8,Provider_Name_9,Provider_Name_10
5.0,1.0,1.0,1.0,1.0,1.0,1.0,12700.0,5,100.0,69.9,94.5,98.4,95.4,92.9,90.4,15.5,18.3,0.0,95.8,0.7,99.9,220.0,263.0,83.65,91.89,86.53,95.69,2.0,5.0,134.0,3.73,3.73,2.63,5.14,1.0,13.0,157.0,8.28,8.19,5.67,11.32,1.0,0.94,406.0,30.081682,-90.50092,-0.037565004,-0.003648442,0.039738916,-0.00082552136,0.0091687385,-0.006674257,-0.03736498,0.040549178,0.044644468,-0.007687974
4.0,1.0,1.0,1.0,1.0,0.0,1.0,12665.0,3.5,100.0,96.3,84.2,81.5,86.6,84.2,85.3,17.2,12.4,1.0,99.2,1.6,100.0,92.0,131.0,70.23,76.71,69.01,84.13,1.0,2.0,37.0,5.41,4.01,2.83,5.79,1.0,11.0,87.0,12.64,11.25,7.23,16.69,1.0,1.09,396.0,32.4332842,-93.7259209,-0.008149534,-0.017549913,-0.032919932,0.016156245,-0.029216344,-0.018682238,0.00042883755,0.023336882,-0.02702119,0.010336662
4.0,1.0,1.0,1.0,1.0,1.0,1.0,12317.0,4,98.5,87.9,88.7,89.0,93.3,81.8,89.8,15.4,11.0,0.0,96.9,1.8,99.1,109.0,154.0,70.78,76.0,69.16,82.84,1.0,1.0,38.0,2.63,3.85,2.59,5.56,1.0,10.0,79.0,12.66,10.31,6.85,15.05,1.0,1.05,410.0,30.4839624,-90.4598564,0.015652467,-0.026963567,-0.041438155,-0.048442446,0.042469412,0.008793193,0.006286049,-0.024339274,-0.020072674,-0.027930211
4.0,1.0,1.0,1.0,1.0,1.0,1.0,12266.0,4,100.0,94.2,91.1,86.4,85.8,85.4,85.0,14.8,10.1,0.0,100.0,1.6,99.8,436.0,504.0,86.51,94.18,90.24,97.09,2.0,6.0,233.0,2.58,3.59,2.58,4.94,1.0,23.0,268.0,8.58,8.93,6.41,12.16,1.0,1.02,835.0,30.2112779,-92.3631108,-0.040773638,0.04596175,-0.026344055,-0.003735736,-0.005570424,-0.011035517,0.04896798,0.021913707,-0.03012814,-0.01292826
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15949.0,3.5,99.9,87.7,84.9,86.1,86.6,86.9,82.5,16.6,17.4,0.5,98.2,0.3,99.7,181.0,291.0,62.2,71.77,65.85,77.59,1.0,2.0,105.0,1.9,3.5,2.48,4.89,1.0,25.0,143.0,17.48,13.99,10.49,18.71,0.0,0.94,657.0,29.6039387,-90.7666638,-0.038092855,0.035287566,0.0079692425,-0.037531547,0.03924386,0.004735106,-0.034354955,-0.027640786,0.033987843,-0.029676586
4.0,1.0,1.0,1.0,1.0,1.0,0.0,14725.0,4.5,98.7,86.1,91.5,89.7,91.6,92.1,88.6,12.6,16.0,0.0,98.1,1.5,100.0,313.0,482.0,64.94,68.55,64.03,73.37,0.0,3.0,123.0,2.44,3.78,2.58,5.45,1.0,25.0,248.0,10.08,10.82,8.03,14.81,1.0,0.97,2076.0,30.2386743,-92.6602309,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11819.0,3,98.7,84.0,82.2,78.3,82.9,74.6,80.3,13.6,11.7,0.2,94.5,0.7,98.9,256.0,353.0,72.52,78.72,73.82,83.65,1.0,6.0,108.0,5.56,4.25,2.87,6.2,1.0,31.0,218.0,14.22,13.35,9.98,17.51,1.0,1.06,956.0,30.7881821,-92.1793752,-0.04347237,-0.035159763,-0.026587794,-0.022904977,0.03886556,0.040469527,-0.0006676555,0.005801052,0.042655624,0.0069488944
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11612.0,5,100.0,76.4,90.5,91.2,93.7,90.5,92.1,13.2,15.5,0.0,99.7,0.3,100.0,224.0,299.0,74.92,81.84,76.38,86.91,1.0,6.0,161.0,3.73,3.87,2.68,5.47,1.0,22.0,152.0,14.47,11.15,8.09,14.9,1.0,1.0,672.0,30.1849981,-93.2135217,-0.016444415,0.031373,-0.014808697,0.036835827,-0.029982328,0.04278936,-0.044452317,0.022387618,-0.027592326,0.034244042
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11519.0,5,100.0,63.5,90.7,96.3,91.4,90.0,95.2,9.2,15.8,0.5,99.3,0.5,99.8,215.0,258.0,83.33,86.11,81.68,90.74,2.0,3.0,101.0,2.97,3.86,2.62,5.55,1.0,10.0,143.0,6.99,8.77,5.75,13.35,1.0,1.02,755.0,30.4957404,-92.3834833,-0.013618866,0.018020814,0.004168421,-0.04837157,-0.040586434,0.023509974,0.032421894,-0.02796014,-0.03697916,0.039173115
5.0,1.0,1.0,1.0,1.0,1.0,1.0,11423.0,3.5,100.0,89.6,79.9,83.1,82.1,82.6,78.3,14.2,10.2,0.5,98.9,0.4,98.8,271.0,329.0,82.37,86.09,81.65,90.12,2.0,3.0,122.0,2.46,3.77,2.65,5.17,1.0,22.0,172.0,12.79,13.3,9.16,18.3,1.0,0.96,679.0,29.7944313,-90.81852,0.032578874,-0.033631057,-0.03538952,-0.009011137,0.011296654,-0.015629213,0.015086561,-0.041449178,0.03743252,-0.016487619
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11336.0,4.5,99.8,51.3,89.3,93.9,93.5,91.8,93.0,13.3,12.9,0.0,95.1,2.0,100.0,264.0,394.0,67.01,72.71,67.64,77.1,1.0,8.0,167.0,4.79,4.15,2.98,5.76,1.0,29.0,224.0,12.95,11.63,8.46,15.57,1.0,0.93,784.0,31.2801442,-92.4805468,-0.02177369,0.03318144,-0.04737154,0.032467116,-0.044312827,0.0149540845,0.00356673,-0.001975888,-0.038926568,0.040607233
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11224.0,4,97.6,83.5,92.0,86.6,94.1,87.8,91.5,12.6,15.0,0.1,98.3,0.8,99.3,254.0,400.0,63.5,69.42,64.29,73.83,0.0,3.0,119.0,2.52,3.6,2.6,5.02,1.0,40.0,250.0,16.0,13.49,10.47,17.23,0.0,0.96,1611.0,30.0814161,-90.5001665,-0.03744409,0.0008050084,0.031855702,-0.0036432743,0.03860467,0.045435894,0.039233215,-0.03375054,-0.008698439,0.010803074
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11181.0,4.5,99.3,86.5,90.6,92.7,90.5,88.8,87.3,12.5,14.9,0.0,98.2,0.1,99.3,500.0,678.0,73.75,81.6,77.89,84.6,2.0,14.0,330.0,4.24,4.04,2.93,5.6,1.0,41.0,355.0,11.55,9.84,7.88,12.29,1.0,0.96,1171.0,30.4373304,-90.4437698,0.0014253557,-0.03057791,-0.046346225,0.032388866,0.024842817,0.03331671,0.034635395,8.95977e-05,-0.027524829,-0.042737655
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11190.0,3.5,100.0,87.6,76.3,82.5,82.6,93.2,82.3,13.4,11.7,0.6,99.4,0.3,100.0,350.0,402.0,87.06,86.76,83.56,89.73,2.0,4.0,127.0,3.15,3.87,2.66,5.48,1.0,8.0,210.0,3.81,7.15,4.35,10.54,1.0,0.94,440.0,29.9970304,-90.1638002,0.01582331,0.013699633,0.01473099,0.025585795,0.030346323,-0.027462985,0.027408868,0.015319836,0.0055611194,0.029894512
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10630.0,3.5,99.7,65.8,87.2,85.7,83.4,84.6,83.8,17.7,15.2,0.0,98.6,0.3,99.5,392.0,563.0,69.63,77.14,73.03,80.96,1.0,6.0,144.0,4.17,3.95,2.82,5.68,1.0,50.0,351.0,14.25,12.19,9.63,15.19,1.0,1.0,1758.0,30.474055,-90.459638,0.0066760955,-0.021534082,0.006460869,0.042202234,-0.012818387,0.0056984066,-0.036363203,-0.022192141,0.012658035,-0.048998203
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10589.0,4,99.6,49.2,86.0,86.3,90.1,86.4,87.9,11.0,17.6,0.3,98.1,0.4,99.6,230.0,347.0,66.28,71.78,65.87,77.22,1.0,5.0,92.0,5.43,4.11,2.96,6.01,1.0,41.0,243.0,16.87,13.97,10.62,17.79,0.0,0.99,1154.0,30.2294475,-92.6643051,0.019016694,0.031276174,-0.008942053,-0.016522208,-0.042851396,-0.03831119,-0.018652763,-0.000120291115,-0.04462848,-0.03643641
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10453.0,4.5,100.0,65.2,94.4,92.1,90.0,91.0,87.1,16.4,16.9,0.4,97.5,0.2,98.7,477.0,606.0,78.71,84.72,80.91,87.72,2.0,9.0,304.0,2.96,3.7,2.68,5.25,1.0,47.0,373.0,12.6,11.75,9.18,14.95,1.0,1.11,1265.0,30.0048098,-91.8180732,0.0473337,-0.030676013,0.028641302,0.000892061,0.0075029014,-0.03607794,0.001342553,-0.04166232,0.007607275,0.012923425
4.0,1.0,1.0,1.0,1.0,1.0,1.0,8704.0,4,99.4,73.0,93.5,91.9,96.1,89.7,89.7,20.8,5.3,0.0,97.2,1.3,99.7,213.0,255.0,83.53,88.62,83.91,92.99,2.0,2.0,114.0,1.75,3.56,2.45,4.83,1.0,18.0,133.0,13.53,11.58,7.98,16.36,1.0,0.99,355.0,30.4878458,-90.4852132,-0.011695469,-0.01069957,-0.01769036,0.003359306,-0.043166958,-0.03661848,-0.022295212,-0.03998863,0.026547456,0.017006028
4.0,1.0,1.0,1.0,1.0,1.0,1.0,8615.0,4,99.8,69.0,88.5,89.5,87.6,90.6,81.6,14.6,12.5,0.0,94.7,0.8,98.7,252.0,390.0,64.62,76.42,71.44,81.34,1.0,7.0,157.0,4.46,3.98,2.74,5.46,1.0,33.0,205.0,16.1,12.26,8.82,15.86,1.0,1.04,919.0,30.0123199,-90.1545116,0.02978943,-0.023231942,0.013566369,0.009751123,0.036525615,-0.024649058,-0.0038173734,0.041610755,0.03556124,-0.023094129
4.0,1.0,1.0,1.0,0.0,0.0,1.0,8574.0,4.5,99.4,63.1,91.3,92.3,91.1,92.3,89.2,11.5,13.7,0.3,99.9,0.8,100.0,726.0,844.0,86.02,90.33,87.94,92.68,2.0,6.0,280.0,2.14,3.46,2.53,4.91,1.0,30.0,426.0,7.04,8.07,5.98,10.66,1.0,1.01,1535.0,30.1954475,-93.2166901,-0.006496689,0.04450717,0.0028896271,-0.026516195,-0.0011162162,-0.02377995,-0.035342842,0.030996507,-0.0037121177,-0.035610713
5.0,1.0,1.0,1.0,1.0,1.0,1.0,8172.0,4,99.6,96.3,88.6,91.2,90.6,92.7,80.8,15.8,12.0,0.4,99.3,0.7,99.1,561.0,744.0,75.4,79.77,76.48,82.85,1.0,9.0,327.0,2.75,3.59,2.63,4.86,1.0,21.0,359.0,5.85,7.44,5.21,10.46,1.0,0.9,915.0,30.4041382,-91.0513938,-0.0033552765,0.032165833,0.00015309453,0.03279267,-0.02410304,0.032320924,0.043517042,-0.028478215,0.046204977,0.023557758
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7837.0,4.5,99.8,60.5,90.1,96.5,91.3,91.1,85.9,9.5,12.7,0.2,95.1,2.1,99.5,271.0,343.0,79.01,84.07,79.56,88.21,2.0,9.0,138.0,6.52,4.51,3.25,6.51,1.0,23.0,218.0,10.55,10.44,7.32,13.88,1.0,1.02,883.0,33.0113274,-93.4445488,0.0020332336,-0.027617717,0.042579852,0.013199896,0.047959846,-0.025469536,-0.039547913,0.008906108,0.031520445,-0.019301841
7.0,1.0,1.0,1.0,1.0,1.0,1.0,5760.0,3.5,98.5,67.7,87.6,83.3,88.3,78.4,83.6,14.0,13.2,0.0,98.2,0.9,99.7,142.0,193.0,73.58,78.45,72.5,84.27,1.0,0.0,91.0,0.0,3.44,2.37,5.1,1.0,12.0,100.0,12.0,11.5,7.34,17.4,1.0,0.85,441.0,30.4994057,-90.9568316,-0.004886389,-0.027007068,0.02949584,-0.049607255,-0.0108027635,0.038916886,-0.04612064,0.0054210126,-0.013096163,-0.018284762
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4727.0,4,99.0,75.1,86.6,86.2,88.2,87.5,85.9,11.7,13.5,0.1,96.3,1.4,99.3,272.0,368.0,73.91,79.74,74.8,84.34,1.0,6.0,202.0,2.97,3.72,2.58,5.17,1.0,18.0,216.0,8.33,8.6,6.12,12.09,1.0,0.93,801.0,30.0135783,-90.1568187,-0.004886389,-0.027007068,0.02949584,-0.049607255,-0.0108027635,0.038916886,-0.04612064,0.0054210126,-0.013096163,-0.018284762
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4721.0,4.5,99.2,82.7,93.4,93.6,97.0,88.0,89.9,12.3,12.3,0.0,99.4,1.6,100.0,266.0,414.0,64.25,70.73,65.95,75.46,0.0,1.0,141.0,0.71,3.38,2.31,4.89,1.0,43.0,226.0,19.03,14.28,11.38,18.1,0.0,0.99,1482.0,32.5392987,-93.7085692,-0.004886389,-0.027007068,0.02949584,-0.049607255,-0.0108027635,0.038916886,-0.04612064,0.0054210126,-0.013096163,-0.018284762
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3415.0,4,99.7,77.6,86.3,89.3,88.5,89.5,87.9,15.0,12.6,0.0,99.4,0.7,100.0,174.0,235.0,74.04,80.4,74.91,86.08,1.0,3.0,79.0,3.8,3.91,2.75,5.65,1.0,28.0,155.0,18.06,14.08,10.3,19.3,0.0,0.97,889.0,30.2787076,-91.6860348,0.014059097,0.038511425,-0.005927852,0.0017558218,0.0025601804,0.0291453,0.009113389,0.003079605,-0.00968417,0.049516954
4.0,1.0,1.0,1.0,1.0,0.0,0.0,3012.0,4.5,99.5,70.3,91.3,90.7,93.3,92.5,89.1,16.5,15.9,0.5,97.3,1.5,99.8,84.0,118.0,71.19,77.62,68.65,85.58,1.0,0.0,41.0,0.0,3.72,2.43,5.79,1.0,13.0,84.0,15.48,11.67,7.83,16.47,1.0,0.99,422.0,30.1905351,-92.0107528,-0.04057269,0.01952191,0.023154777,0.028932113,-0.037892155,-0.024505237,-0.03421005,0.04458911,-0.03443053,0.020470034
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2729.0,3.5,99.9,49.1,87.2,80.6,85.2,79.2,84.6,14.8,14.7,0.0,99.5,1.2,100.0,336.0,447.0,75.17,81.15,77.26,85.13,2.0,7.0,141.0,4.96,4.08,2.97,5.5,1.0,42.0,282.0,14.89,15.12,11.59,19.44,0.0,1.09,1925.0,30.4853146,-92.8469969,0.0035705983,0.017604996,-0.009545803,-0.00017515421,0.0063300966,-0.010822532,-0.038901392,-0.039110623,0.030911487,-0.004548463
2.0,1.0,1.0,1.0,1.0,1.0,1.0,21023.0,3,97.9,80.8,76.2,86.6,82.7,85.8,69.1,17.6,16.1,0.3,98.9,1.3,99.9,756.0,930.0,81.29,86.23,83.19,88.57,2.0,18.0,507.0,3.55,3.93,2.9,5.13,1.0,68.0,484.0,14.05,13.62,10.96,16.27,0.0,1.03,1314.0,42.552464,-71.624217,0.04709962,0.03612413,-0.029987419,0.00084329845,0.0476589,-0.029354429,0.037385017,-0.037897017,-0.02625581,-0.028728211
6.0,1.0,1.0,1.0,1.0,1.0,1.0,21023.0,2.5,94.2,77.3,79.7,81.9,81.3,84.6,72.0,17.6,11.1,0.4,98.5,1.5,99.9,576.0,739.0,77.94,86.19,83.03,89.18,2.0,27.0,447.0,6.04,4.4,3.3,5.75,1.0,38.0,295.0,12.88,10.63,7.96,13.91,1.0,0.98,1122.0,42.5404463,-71.7627115,0.040010225,0.012237328,0.0140520455,0.019888854,0.021673376,-0.014087048,-0.025185686,-0.013087904,0.017543321,-0.0053016306
6.0,1.0,1.0,1.0,1.0,1.0,1.0,21023.0,3,96.5,60.2,84.3,83.0,78.0,88.4,78.4,14.7,13.7,0.0,92.6,0.2,99.8,485.0,616.0,78.73,83.2,79.82,86.34,2.0,15.0,305.0,4.92,4.25,3.07,5.74,1.0,28.0,263.0,10.65,10.91,8.1,13.96,1.0,0.91,921.0,42.2002047,-72.6277956,-0.037246305,0.034558333,-0.003544122,-0.029962445,-0.011288246,0.012908036,-0.0121676,-0.03364656,-0.007324606,-0.0034609705
7.0,1.0,1.0,1.0,1.0,1.0,1.0,21023.0,3.5,99.3,82.8,87.0,88.6,85.1,87.4,83.7,14.6,8.7,0.8,99.4,1.3,99.8,758.0,901.0,84.13,87.78,85.13,90.4,2.0,14.0,484.0,2.89,3.62,2.67,4.88,1.0,44.0,473.0,9.3,9.93,7.74,12.58,1.0,0.87,1187.0,42.4081754,-71.1354779,0.0019143044,0.04966401,-0.011711741,-0.011526236,-0.047392976,0.017314553,-0.036667414,-0.020140667,-0.03217241,-0.013227915
7.0,1.0,1.0,1.0,1.0,1.0,1.0,21023.0,2,99.4,80.2,56.9,71.5,67.8,66.2,62.3,16.2,12.9,0.0,97.4,2.0,100.0,206.0,276.0,74.64,78.46,72.48,83.29,1.0,4.0,133.0,3.01,3.79,2.69,5.37,1.0,16.0,134.0,11.94,11.19,7.83,15.47,1.0,0.89,458.0,42.3920707,-71.1054093,-0.02073082,-0.038882546,0.04528433,0.007979155,0.02547124,-0.0034247101,0.02854985,-0.009445777,0.04974506,-0.012025732
2.0,1.0,1.0,1.0,1.0,1.0,1.0,20954.0,3.5,97.4,77.1,83.3,92.9,89.8,90.5,84.3,15.9,4.5,0.0,99.1,0.0,100.0,139.0,179.0,77.65,84.15,77.23,90.14,2.0,3.0,120.0,2.5,3.75,2.64,5.54,1.0,10.0,89.0,11.24,10.57,6.77,16.6,1.0,1.01,217.0,42.1254727,-71.1030526,0.03557874,-0.011825782,0.023005884,-0.029844722,0.0054505826,-0.04804091,0.008634162,-0.020444194,0.0063185096,0.047881544
5.0,1.0,1.0,1.0,1.0,1.0,1.0,12007.0,4,100.0,66.6,89.1,91.0,86.7,88.6,88.7,16.0,9.2,0.4,98.4,1.6,100.0,681.0,937.0,72.68,80.69,77.57,83.78,2.0,12.0,370.0,3.24,3.68,2.68,4.91,1.0,78.0,509.0,15.32,12.88,10.67,15.34,0.0,0.98,1845.0,41.6806401,-71.1259809,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
5.0,1.0,1.0,1.0,1.0,1.0,1.0,10688.0,3.5,92.5,64.6,88.2,93.3,89.4,78.9,80.9,14.9,15.2,0.4,96.0,1.7,99.3,216.0,320.0,67.5,73.12,67.3,78.2,1.0,4.0,143.0,2.8,3.68,2.53,5.37,1.0,19.0,133.0,14.29,11.69,8.28,16.9,1.0,1.09,477.0,42.2887011,-71.7999646,0.044776987,-0.022695234,0.028062541,0.037184022,-0.044239767,0.045431893,-0.0028597056,0.011489963,-0.034064822,0.042184453
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10048.0,4,97.1,79.5,85.4,92.6,90.9,98.2,86.0,13.6,12.9,0.5,97.5,0.4,99.7,466.0,568.0,82.04,88.9,85.26,91.99,2.0,12.0,369.0,3.25,3.66,2.61,5.0,1.0,18.0,170.0,10.59,10.21,7.07,14.3,1.0,1.04,855.0,42.1613351,-72.6370145,-0.002102545,-0.033962984,0.017468791,-0.0074842693,-0.018273178,0.014790493,-0.015674826,-0.011584613,0.009544355,-0.0074102757
7.0,1.0,1.0,1.0,1.0,1.0,1.0,10001.0,3.5,100.0,88.2,85.7,85.5,87.9,86.52452,84.2,17.1,16.7,0.0,100.0,2.0,100.0,481.99942,17.0,76.77586,82.44304,77.93924,86.76991,3.0,9.16931,6.0,3.51833,3.83416,2.71816,5.33698,3.0,26.39033,14.0,9.66939,9.79634,6.93776,13.63889,3.0,0.9855,756.68189,42.4522846,-72.5644309,0.016019696,-0.04096687,-0.016630977,0.034603603,0.030149037,0.005880785,0.023379188,-0.00611608,-0.04953974,0.04623457
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7180.0,4.5,100.0,95.9,92.6,90.3,90.7,91.2,86.8,16.2,13.5,0.0,99.3,1.4,99.8,382.0,490.0,77.96,84.86,81.28,88.33,2.0,7.0,154.0,4.55,4.05,2.83,5.78,1.0,30.0,282.0,10.64,9.62,7.17,12.79,1.0,1.0,829.0,42.3371567,-71.5949274,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6403.0,4,91.5,89.8,88.2,89.1,91.3,93.2,85.0,17.6,5.2,0.0,99.7,0.0,100.0,77.0,97.0,79.38,83.54,73.98,90.61,1.0,3.0,40.0,7.5,4.08,2.83,6.13,1.0,5.0,49.0,10.2,10.29,6.73,17.18,1.0,0.9,127.0,42.2398361,-71.8438822,-0.005359349,0.02742291,0.013454151,0.03855443,-0.043483175,-0.03937759,0.029060984,0.0073117376,0.036309518,0.047976643
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5779.0,4.5,100.0,75.5,90.5,88.4,93.1,93.6,87.4,13.92812,12.00581,0.0,99.6,1.8,100.0,481.99942,13.0,76.77586,82.44304,77.93924,86.76991,3.0,9.16931,9.0,3.51833,3.83416,2.71816,5.33698,3.0,26.39033,6.0,9.66939,9.79634,6.93776,13.63889,3.0,0.96,67.0,42.0161968,-71.0259582,-0.019858193,-0.04323454,0.047218073,0.011462557,0.0032366037,-0.048749156,-0.006192756,-0.02998515,-0.045211095,-0.02473686
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5387.0,4.5,98.6,98.8,100.0,100.0,100.0,96.5,100.0,19.0,8.1,0.0,97.9,0.0,100.0,95.0,130.0,73.08,75.38,68.11,81.84,1.0,3.0,59.0,5.08,4.14,2.88,5.93,1.0,10.0,87.0,11.49,12.08,7.64,18.46,1.0,0.8,350.0,42.2695037,-71.0677443,0.045375563,-0.04453062,-0.023879837,-0.042705745,-0.030055787,0.043320484,0.033023227,0.0009220779,-0.039426517,0.023423355
4.0,1.0,1.0,1.0,1.0,0.0,1.0,4575.0,4.5,99.9,97.8,93.0,93.5,100.0,90.3,96.6,16.6,7.5,0.1,99.4,0.1,100.0,314.0,410.0,76.59,81.23,76.03,84.98,1.0,5.0,147.0,3.4,3.81,2.72,5.44,1.0,35.0,247.0,14.17,13.88,10.41,18.18,0.0,0.89,1178.0,42.3241424,-71.2612533,-0.008288878,-0.005612382,-0.0134411035,-0.047405828,0.036300242,0.04581947,0.009503072,-0.0493963,-0.030979473,-0.026623169
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4517.0,3.5,99.8,67.5,85.6,87.4,86.5,86.5,78.3,17.0,10.2,0.2,99.4,0.5,99.6,970.0,1238.0,78.35,85.6,82.98,87.85,2.0,14.0,655.0,2.14,3.16,2.39,4.31,1.0,71.0,624.0,11.38,10.27,8.52,12.86,1.0,0.98,1436.0,41.5592866,-70.6001619,0.0065678,0.019891882,-0.046154592,0.036801714,0.01611321,0.023493623,0.0072397115,-0.04989747,-0.0231868,-0.042365417
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4213.0,3,95.6,68.1,84.1,85.6,86.6,82.7,79.4,16.8,10.9,0.4,98.2,0.9,98.8,774.0,962.0,80.46,88.42,85.45,90.99,2.0,14.0,483.0,2.9,3.48,2.57,4.65,1.0,62.0,550.0,11.27,10.15,8.26,12.52,1.0,0.96,1141.0,42.3404032,-71.5783762,0.0065678,0.019891882,-0.046154592,0.036801714,0.01611321,0.023493623,0.0072397115,-0.04989747,-0.0231868,-0.042365417
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3870.0,2.5,95.7,55.6,75.7,79.7,75.0,70.4,73.6,12.3,8.4,0.0,97.2,0.9,98.4,814.0,1090.0,74.68,77.51,75.13,79.93,1.0,18.0,523.0,3.44,4.28,3.11,5.84,1.0,48.0,490.0,9.8,11.27,9.01,14.35,1.0,0.9,1398.0,41.8753517,-70.9204228,-0.010003442,0.015356427,-0.023085695,0.033920668,0.04875521,0.028003609,0.04770437,-0.03572729,-0.009030094,-0.033307634
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3537.0,4.5,99.5,100.0,89.5,89.3,100.0,83.7,91.3,13.92812,12.00581,0.0,98.5,0.0,100.0,481.99942,1.0,76.77586,82.44304,77.93924,86.76991,3.0,9.16931,219.96566,3.51833,3.83416,2.71816,5.33698,4.0,26.39033,253.05365,9.66939,9.79634,6.93776,13.63889,4.0,0.9855,756.68189,42.5816848,-70.9670094,-0.032876838,-0.009446314,-0.012407494,0.042429693,0.01801027,-0.011019805,0.0060806274,-0.034955002,0.03262902,-0.033439476
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3418.0,3.5,97.6,63.0,86.1,87.1,88.2,81.0,83.2,17.4,8.3,0.6,92.6,0.0,100.0,417.0,705.0,59.15,69.9,65.64,73.99,0.0,22.0,355.0,6.2,4.43,3.24,5.94,1.0,59.0,379.0,15.57,10.81,8.82,13.45,1.0,1.0,940.0,42.7053467,-71.1362642,-0.043330945,-0.044823945,-0.0043605655,0.019896518,-0.0063190847,-0.033221137,0.038405396,0.024860818,0.032343924,0.048840486
6.0,1.0,1.0,1.0,1.0,1.0,1.0,2579.0,3,93.8,91.7,82.5,82.6,84.4,83.6,81.0,10.2,18.8,0.7,96.4,2.6,99.5,188.0,247.0,76.11,82.69,76.85,87.99,2.0,7.0,115.0,6.09,4.26,3.04,6.01,1.0,15.0,139.0,10.79,10.61,7.54,15.35,1.0,1.06,371.0,42.8133075,-70.871778,-0.024840558,-0.043042593,0.008209568,0.020807648,0.0070949495,0.04006825,0.012339127,-0.031542845,-0.045429125,-0.0024955838
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2238.0,3.5,96.4,88.7,98.7,85.1,85.7,83.0,82.0,16.6,11.4,0.0,97.4,0.4,100.0,108.0,174.0,62.07,67.25,59.79,74.3,0.0,2.0,70.0,2.86,3.8,2.61,5.49,1.0,19.0,113.0,16.81,13.47,9.67,18.86,1.0,1.13,360.0,42.448579,-71.19926,-0.035544783,0.044372283,-0.00011764765,-0.032621898,0.043672495,0.015169728,0.024679005,0.029628688,0.022429992,0.025318945
