Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
1,1,1,1,1,1,4.0,98.6,99.0,91.7,62.4,97.1,100.0,80.3,10.7,3.2,0.0,100.0,1.4,100.0,181.0,199.0,90.95,87.31,82.96,90.41,8.274,4.0,3.502,3.832,2.708,5.354,5.0,114.0,4.39,9.3,5.55,15.29,0.91,408.0
1,1,1,1,1,1,4.0,90.9,37.5,90.0,96.6,86.7,82.1,90.1,8.6,8.9,0.0,100.0,0.0,97.7,79.0,86.0,91.86,88.42,81.37,92.7,8.274,4.0,3.502,3.832,2.708,5.354,1.0,42.0,2.38,8.59,4.38,15.31,0.99,196.0
1,1,1,1,1,1,3.5,95.9,100.0,87.8,63.3,92.0,98.1,66.8,11.6,5.3,0.6,97.3,0.0,100.0,177.0,196.0,90.31,87.81,82.93,90.85,8.274,13.0,3.502,3.832,2.708,5.354,8.0,123.0,6.5,10.64,6.35,17.25,0.88,323.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,12.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,6.0,9.601,9.792,6.871,13.74,0.97,14.0
1,1,1,1,1,1,3.0,94.6,52.5,73.0,79.3,89.7,79.8,78.4,8.6,6.2,0.0,99.1,0.0,100.0,83.0,95.0,87.37,83.35,76.97,88.6,8.274,2.0,3.502,3.832,2.708,5.354,4.0,88.0,4.55,9.27,5.42,14.93,0.79,204.0
1,1,1,1,1,1,4.5,99.4,61.4,87.9,91.0,90.5,90.4,88.0,11.4,6.8,0.0,98.7,0.6,100.0,157.0,205.0,76.59,73.72,68.41,78.84,8.274,9.0,3.502,3.832,2.708,5.354,3.0,150.0,2.0,6.85,4.23,11.44,0.84,419.0
1,1,1,1,1,1,3.5,99.0,99.3,86.8,64.0,81.5,92.4,87.3,9.4,3.5,0.0,99.5,0.0,99.5,282.0,293.0,96.25,95.85,92.59,97.7,8.274,7.0,3.502,3.832,2.708,5.354,1.0,162.0,0.62,5.24,3.01,8.81,0.88,545.0
1,1,1,1,1,1,4.5,99.6,74.0,88.6,92.8,91.3,90.5,92.4,11.0,5.9,0.0,99.2,0.0,100.0,320.0,377.0,84.88,83.02,79.51,86.4,0.0,21.0,0.0,3.75,2.44,5.37,5.0,233.0,2.15,6.22,3.98,10.29,0.78,752.0
1,1,1,1,1,1,3.0,100.0,74.381,63.2,70.0,85.2,76.6,73.0,13.924,11.974,0.0,96.0,0.0,100.0,32.0,37.0,86.49,86.55,73.62,94.94,8.274,17.0,3.502,3.832,2.708,5.354,1.0,22.0,4.55,9.29,4.78,18.12,0.82,72.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,4.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,5.0,9.601,9.792,6.871,13.74,0.97,13.0
1,1,1,0,1,0,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,16.0,76.417,82.103,77.249,86.896,8.274,6.0,3.502,3.832,2.708,5.354,24.549,2.0,9.601,9.792,6.871,13.74,0.97,13.0
1,1,1,1,1,1,5.0,100.0,49.6,89.7,100.0,93.9,99.9,83.9,10.5,3.1,0.0,100.0,0.0,100.0,247.0,256.0,96.48,90.78,87.7,92.67,8.274,2.0,3.502,3.832,2.708,5.354,1.0,149.0,0.67,6.16,3.51,11.0,0.84,549.0
1,1,1,1,1,1,4.0,98.5,72.7,90.4,70.6,96.7,90.7,94.0,13.6,7.4,0.0,100.0,0.5,99.5,179.0,202.0,88.61,89.61,84.87,93.51,8.274,16.0,3.502,3.832,2.708,5.354,7.0,129.0,5.43,9.06,5.42,14.39,0.92,433.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.5,96.4,74.8,86.9,89.2,82.0,92.4,85.1,12.6,2.8,0.0,98.2,0.0,100.0,329.0,364.0,90.38,89.4,85.94,92.08,8.274,7.0,3.502,3.832,2.708,5.354,2.0,125.0,1.6,6.68,3.8,11.39,1.01,722.0
1,1,1,1,1,1,3.5,92.1,76.4,83.6,82.8,89.7,68.1,86.0,9.5,4.7,0.4,98.2,0.0,100.0,365.0,402.0,90.8,88.54,85.21,91.01,8.274,19.0,3.502,3.832,2.708,5.354,11.0,250.0,4.4,8.25,5.38,12.49,0.83,861.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,24.0,27.0,88.89,87.69,72.81,95.21,8.274,1.0,3.502,3.832,2.708,5.354,24.549,12.0,9.601,9.792,6.871,13.74,0.9,57.0
1,1,1,1,1,1,4.5,92.0,75.4,100.0,100.0,100.0,95.7,85.8,12.7,6.1,0.0,96.6,0.0,98.9,79.0,97.0,81.44,78.81,71.66,84.78,1.0,22.0,4.55,3.98,2.69,6.07,2.0,65.0,3.08,8.52,4.79,14.99,0.92,153.0
1,1,1,1,0,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,4.0,100.0,50.0,100.0,83.2,91.8,69.6,77.9,9.4,12.3,0.0,100.0,0.0,100.0,57.0,58.0,98.28,89.8,83.32,92.91,8.274,1.0,3.502,3.832,2.708,5.354,2.0,37.0,5.41,9.93,5.52,18.14,0.85,114.0
1,1,1,1,1,1,2.5,96.4,74.8,67.9,77.4,78.8,82.5,74.1,9.3,18.1,0.0,95.4,0.5,99.5,272.0,347.0,78.39,83.07,78.04,86.7,3.0,111.0,2.7,3.77,2.6,5.44,14.0,232.0,6.03,7.61,5.26,11.4,0.9,408.0
1,1,1,1,1,1,4.0,91.2,75.6,100.0,70.5,100.0,89.8,98.4,7.3,8.1,0.0,98.2,0.0,100.0,67.0,71.0,94.37,89.75,82.58,93.51,8.274,11.0,3.502,3.832,2.708,5.354,0.0,43.0,0.0,7.62,4.23,13.2,0.72,137.0
1,1,1,1,1,1,4.5,100.0,50.4,93.2,89.3,77.9,96.6,92.6,9.5,5.0,0.0,100.0,0.0,100.0,491.0,529.0,92.82,88.62,86.09,90.41,1.0,24.0,4.17,3.89,2.53,5.93,6.0,242.0,2.48,6.72,4.2,10.3,0.85,1176.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,11.0,76.417,82.103,77.249,86.896,8.274,3.0,3.502,3.832,2.708,5.354,24.549,3.0,9.601,9.792,6.871,13.74,0.97,14.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,19.0,25.0,76.0,77.83,60.55,89.62,8.274,4.0,3.502,3.832,2.708,5.354,24.549,13.0,9.601,9.792,6.871,13.74,0.9,45.0
1,1,1,1,1,1,4.0,90.3,84.0,89.2,92.8,90.2,91.9,93.1,10.9,7.9,0.0,98.5,0.0,100.0,184.0,204.0,90.2,89.63,84.55,92.96,8.274,18.0,3.502,3.832,2.708,5.354,6.0,118.0,5.08,8.53,5.24,13.75,0.97,419.0
1,1,1,1,1,1,4.5,99.3,84.7,88.7,79.7,100.0,81.4,96.2,8.5,4.4,0.0,97.9,0.0,100.0,165.0,175.0,94.29,89.94,85.91,92.63,8.274,2.0,3.502,3.832,2.708,5.354,3.0,121.0,2.48,7.43,4.39,12.87,0.93,314.0
1,1,1,1,1,1,3.0,99.6,99.4,77.3,78.7,82.7,92.4,62.9,12.9,8.2,0.0,99.6,0.9,98.7,387.0,394.0,98.22,91.4,89.75,92.56,8.274,7.0,3.502,3.832,2.708,5.354,3.0,185.0,1.62,6.87,4.05,11.36,0.75,673.0
1,1,1,1,1,1,2.5,92.1,59.0,86.1,64.7,75.2,66.5,71.5,8.7,2.5,0.0,93.4,0.0,100.0,162.0,185.0,87.57,84.88,79.15,88.67,8.274,13.0,3.502,3.832,2.708,5.354,7.0,131.0,5.34,9.61,5.92,15.79,0.84,420.0
1,1,1,1,1,1,3.5,95.3,57.2,87.1,64.3,91.0,100.0,66.0,11.0,2.9,0.0,97.6,0.0,100.0,262.0,278.0,94.24,88.77,85.44,91.01,8.274,10.0,3.502,3.832,2.708,5.354,6.0,180.0,3.33,8.21,4.85,13.37,0.91,557.0
1,1,1,1,1,1,4.0,100.0,79.3,78.6,70.7,80.0,95.5,83.1,6.6,7.3,0.0,100.0,1.8,100.0,105.0,113.0,92.92,89.1,82.88,92.42,8.274,3.0,3.502,3.832,2.708,5.354,2.0,84.0,2.38,7.7,4.47,12.86,0.91,295.0
1,1,1,1,1,1,4.0,94.4,58.3,93.5,85.2,100.0,91.1,81.4,11.5,5.5,0.0,97.2,0.0,100.0,26.0,34.0,76.47,82.36,66.46,93.98,8.274,9.0,3.502,3.832,2.708,5.354,3.0,24.0,12.5,10.68,6.26,17.1,1.0,68.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,0,0,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,12.8,5.5,0.245,97.413,0.855,99.554,62.0,78.0,79.49,79.9,69.21,86.14,8.274,3.0,3.502,3.832,2.708,5.354,5.0,70.0,7.14,10.75,6.06,17.74,0.98,94.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,5.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,12.0
1,1,1,1,1,1,4.0,97.0,55.7,100.0,100.0,72.6,100.0,74.5,12.9,5.4,0.0,98.0,1.0,100.0,84.0,87.0,96.55,88.99,83.24,91.48,8.274,166.527,3.502,3.832,2.708,5.354,2.0,78.0,2.56,8.55,4.96,15.07,0.82,162.0
1,1,1,1,1,1,3.5,99.4,86.7,87.1,88.0,83.1,89.9,84.5,9.0,4.4,0.0,100.0,0.6,100.0,118.0,122.0,96.72,93.65,88.33,96.32,8.274,4.0,3.502,3.832,2.708,5.354,0.0,109.0,0.0,5.95,3.43,11.05,0.98,288.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,3.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,2.0,9.601,9.792,6.871,13.74,0.97,6.0
1,1,1,1,1,1,3.5,91.5,50.0,88.0,74.1,96.0,89.9,70.1,6.6,8.4,0.0,98.3,1.7,100.0,68.0,81.0,83.95,82.17,73.7,88.63,8.274,7.0,3.502,3.832,2.708,5.354,2.0,46.0,4.35,9.13,4.76,15.24,0.95,134.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,10.0,76.417,82.103,77.249,86.896,8.274,3.0,3.502,3.832,2.708,5.354,24.549,7.0,9.601,9.792,6.871,13.74,0.97,11.0
1,1,1,1,1,1,4.0,94.8,64.1,88.9,85.8,92.4,99.7,100.0,12.2,7.7,0.0,100.0,0.0,100.0,73.0,78.0,93.59,89.01,80.64,93.06,8.274,4.0,3.502,3.832,2.708,5.354,3.0,63.0,4.76,8.72,5.18,13.84,0.87,166.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,9.0,76.417,82.103,77.249,86.896,8.274,1.0,3.502,3.832,2.708,5.354,24.549,8.0,9.601,9.792,6.871,13.74,0.97,14.0
1,1,1,1,1,1,5.0,98.4,87.9,100.0,97.4,100.0,99.2,97.4,9.8,13.2,0.0,89.4,0.4,100.0,160.0,203.0,78.82,86.11,80.21,91.34,8.274,10.0,3.502,3.832,2.708,5.354,5.0,160.0,3.13,6.63,4.0,10.3,1.07,388.0
1,1,1,1,1,1,4.5,100.0,90.5,89.3,90.5,91.5,93.6,95.0,16.3,6.8,0.6,96.0,0.7,100.0,189.0,235.0,80.43,82.46,77.64,87.06,1.0,38.0,2.63,3.82,2.63,5.52,10.0,200.0,5.0,7.74,4.9,11.3,0.86,361.0
1,1,1,1,1,1,5.0,100.0,73.6,100.0,100.0,100.0,100.0,88.7,8.3,5.4,0.0,100.0,0.0,100.0,96.0,99.0,96.97,92.84,87.57,95.44,8.274,1.0,3.502,3.832,2.708,5.354,0.0,63.0,0.0,6.98,3.77,12.04,0.92,256.0
1,1,1,1,1,1,3.5,98.9,76.6,83.8,76.6,92.1,83.9,88.7,9.5,5.8,0.0,95.6,0.0,100.0,69.0,91.0,75.82,72.9,62.53,79.45,8.274,3.0,3.502,3.832,2.708,5.354,2.0,84.0,2.38,7.84,4.58,13.13,0.87,153.0
1,1,1,1,1,1,4.0,100.0,100.0,93.2,85.0,93.0,91.0,73.7,9.9,9.9,0.0,100.0,0.0,100.0,32.0,41.0,78.05,76.61,63.24,85.23,8.274,2.0,3.502,3.832,2.708,5.354,1.0,32.0,3.13,9.14,5.11,16.14,0.89,75.0
1,1,1,1,1,1,4.0,92.2,78.0,100.0,85.2,100.0,81.8,100.0,13.924,11.974,0.0,92.2,0.0,100.0,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.0,93.8,98.5,75.1,71.5,93.4,65.7,84.1,9.9,4.5,0.0,99.4,0.0,100.0,143.0,153.0,93.46,90.52,85.83,93.39,8.274,5.0,3.502,3.832,2.708,5.354,2.0,130.0,1.54,6.56,3.85,11.15,1.0,276.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,9.0,76.417,82.103,77.249,86.896,8.274,1.0,3.502,3.832,2.708,5.354,24.549,12.0,9.601,9.792,6.871,13.74,0.97,16.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,1.0,76.417,82.103,77.249,86.896,8.274,1.0,3.502,3.832,2.708,5.354,24.549,1.0,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,14.6,16.7,0.245,97.413,0.855,99.554,426.773,8.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,8.0,9.601,9.792,6.871,13.74,1.02,36.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,8.0,76.417,82.103,77.249,86.896,8.274,1.0,3.502,3.832,2.708,5.354,24.549,10.0,9.601,9.792,6.871,13.74,0.82,21.0
1,1,1,1,1,1,3.0,93.5,52.4,83.9,82.5,87.0,86.0,83.7,16.1,5.4,0.0,98.1,0.0,100.0,59.0,69.0,85.51,84.27,75.46,91.02,8.274,12.0,3.502,3.832,2.708,5.354,7.0,68.0,10.29,11.74,7.18,18.97,1.1,144.0
1,1,1,1,1,1,2.5,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,4.0,99.4,97.2,88.1,88.3,90.1,94.4,87.2,14.8,11.7,0.0,99.6,0.2,100.0,455.0,614.0,74.1,81.64,77.55,85.26,7.0,277.0,2.53,3.41,2.48,4.79,54.0,556.0,9.71,8.51,6.78,10.56,0.85,737.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,1.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,1.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,2.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,1.0
1,1,1,1,1,0,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,4.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,9.0
1,1,1,1,1,1,3.5,94.7,77.9,85.3,86.1,89.7,68.2,89.2,10.0,5.3,0.0,89.2,0.0,100.0,396.0,414.0,95.65,91.47,88.9,93.15,8.274,19.0,3.502,3.832,2.708,5.354,15.0,397.0,3.78,7.55,4.99,11.01,0.86,870.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,4.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,2.0,9.601,9.792,6.871,13.74,0.97,17.0
1,1,1,1,1,1,3.245,91.3,86.4,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,95.7,0.0,100.0,426.773,18.0,76.417,82.103,77.249,86.896,8.274,5.0,3.502,3.832,2.708,5.354,24.549,14.0,9.601,9.792,6.871,13.74,0.97,19.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,10.0,76.417,82.103,77.249,86.896,8.274,1.0,3.502,3.832,2.708,5.354,24.549,8.0,9.601,9.792,6.871,13.74,0.97,13.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,2.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,9.0,9.601,9.792,6.871,13.74,0.93,28.0
1,1,1,1,1,1,4.5,99.3,85.2,85.7,98.9,95.5,100.0,94.4,10.7,16.3,0.0,100.0,0.0,97.9,132.0,171.0,77.19,79.77,72.73,85.19,1.0,28.0,3.57,3.9,2.68,5.56,5.0,96.0,5.21,8.42,5.19,12.95,0.84,212.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,10.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,10.0,9.601,9.792,6.871,13.74,0.97,17.0
1,1,1,1,1,1,4.0,88.7,83.9,86.1,100.0,89.5,91.9,82.4,7.9,8.3,0.0,96.2,0.0,100.0,52.0,55.0,94.55,88.63,79.64,92.85,8.274,2.0,3.502,3.832,2.708,5.354,2.0,51.0,3.92,9.16,5.42,16.99,0.87,113.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.5,100.0,74.381,60.2,74.9,79.0,78.5,89.8,8.1,6.6,0.0,96.3,0.0,100.0,16.0,20.0,80.0,75.55,60.31,84.62,8.274,3.0,3.502,3.832,2.708,5.354,0.0,23.0,0.0,8.79,4.52,16.91,0.96,40.0
1,1,1,1,1,1,3.245,100.0,74.381,82.632,85.199,86.782,86.369,82.659,10.6,5.8,0.245,100.0,0.0,100.0,426.773,14.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,14.0,9.601,9.792,6.871,13.74,0.86,34.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,17.0,76.417,82.103,77.249,86.896,8.274,4.0,3.502,3.832,2.708,5.354,24.549,12.0,9.601,9.792,6.871,13.74,1.08,29.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,4.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,4.0,9.601,9.792,6.871,13.74,0.97,9.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.5,100.0,89.4,88.7,76.8,84.5,83.6,69.6,8.5,5.2,1.1,91.2,0.0,100.0,80.0,84.0,95.24,90.97,84.5,94.28,8.274,18.0,3.502,3.832,2.708,5.354,2.0,74.0,2.7,8.0,4.54,13.88,0.84,142.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,18.0,76.417,82.103,77.249,86.896,8.274,2.0,3.502,3.832,2.708,5.354,24.549,17.0,9.601,9.792,6.871,13.74,1.16,41.0
1,1,1,1,1,1,4.0,98.2,90.2,92.3,87.9,94.3,93.4,93.7,11.3,10.9,0.0,100.0,0.0,100.0,41.0,46.0,89.13,85.98,76.52,92.56,8.274,4.0,3.502,3.832,2.708,5.354,2.0,41.0,4.88,9.6,5.36,17.15,1.06,88.0
1,1,1,1,1,1,4.5,98.5,92.5,96.6,74.5,97.2,92.4,97.4,7.8,7.2,0.0,96.9,0.8,100.0,100.0,115.0,86.96,83.29,77.08,88.0,8.274,166.527,3.502,3.832,2.708,5.354,3.0,102.0,2.94,8.24,4.74,15.07,0.84,227.0
1,1,1,1,1,1,5.0,98.6,72.2,100.0,87.5,96.7,100.0,96.1,9.1,2.9,0.0,100.0,0.0,100.0,48.0,49.0,97.96,89.95,83.54,93.42,8.274,5.0,3.502,3.832,2.708,5.354,2.0,54.0,3.7,8.88,4.79,15.1,0.82,123.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,10.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,10.0,9.601,9.792,6.871,13.74,1.02,20.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,2.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,2.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,374.237,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,179.004,9.601,9.792,6.871,13.74,0.97,505.959
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,6.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,4.0,9.601,9.792,6.871,13.74,0.97,16.0
1,1,1,1,1,1,3.5,97.1,78.5,84.8,85.3,80.5,90.0,83.6,8.7,4.5,0.0,94.2,0.0,100.0,234.0,281.0,83.27,82.21,77.39,86.14,8.274,5.0,3.502,3.832,2.708,5.354,6.0,245.0,2.45,6.39,3.96,9.64,0.89,518.0
1,1,1,1,1,1,3.245,96.537,74.381,82.632,85.199,86.782,86.369,82.659,13.924,11.974,0.245,97.413,0.855,99.554,426.773,12.0,76.417,82.103,77.249,86.896,8.274,166.527,3.502,3.832,2.708,5.354,24.549,9.0,9.601,9.792,6.871,13.74,0.76,20.0
